carro	especificacao	cor	km	anomod	preco
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	preto	28000	2011/2012	29799
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	cinza	28000	2011/2011	30990
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	branco	28000	2011/2011	32000
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	prata	28000	2010/2011	31900
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	bege	28000	2011/2012	32000
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	preto	29000	2010/2011	28690
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	preto	29000	2011/2012	32100
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	preto	29000	2013/2014	36990
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	preto	29000	2011/2012	33990
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	cinza	29150	2011/2011	33500
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	prata	29333	2011/2012	32900
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	cinza	29700	2012/2013	35000
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	vermelho	30000	2012/2013	36500
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	vermelho	30000	2012/2012	32900
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	prata	30000	2011/2011	30000
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	cinza	30000	2011/2012	33900
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	prata	30000	2011/2011	29990
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	preto	31000	2011/2012	30500
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	branco	31000	2012/2013	35900
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	preto	31300	2012/2012	34000
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	bege	32000	2010/2011	34000
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	preto	32728	2011/2011	31900
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	azul	33000	2010/2011	28990
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	prata	33000	2011/2012	33900
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	branco	33000	2011/2012	34900
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	preto	33443	2011/2011	31500
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	branco	33800	2012/2012	35990
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	cinza	34000	2011/2011	29900
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	preto	34000	2011/2012	33000
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	cinza	34267	2011/2012	33890
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	bege	34600	2011/2011	31900
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	cinza	34840	2011/2012	29990
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	preto	35000	2011/2011	29900
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	azul	35000	2011/2012	30990
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	cinza	35000	2011/2011	32000
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	cinza	35000	2011/2012	34490
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	cinza	35700	2012/2012	30500
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	preto	36000	2011/2011	28500
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	preto	36000	2011/2011	29990
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	vermelho	36000	2011/2012	32990
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	preto	36000	2011/2011	31900
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	prata	36600	2011/2012	30890
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	preto	36701	2012/2012	32990
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	prata	36789	2011/2011	28500
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	prata	37000	2011/2012	29890
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	cinza	37000	2011/2011	32900
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	preto	37112	2011/2011	32900
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	branco	37160	2011/2012	34990
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	prata	38000	2010/2011	31890
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	prata	38000	2011/2012	34900
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	prata	38500	2010/2011	28900
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	preto	39000	2011/2011	29000
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	vermelho	39000	2010/2011	31000
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	preto	39000	2011/2012	31900
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	azul	39000	2011/2012	33500
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	preto	39680	2010/2011	27990
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	vermelho	39746	2011/2011	32890
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	preto	39751	2010/2011	28900
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	azul	39900	2010/2011	30000
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	prata	39950	2010/2011	28500
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	prata	40000	2010/2011	29000
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	preto	40000	2010/2011	30000
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	vermelho	40000	2011/2012	37000
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	vermelho	40500	2011/2011	29990
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	preto	41000	2011/2012	28999
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	prata	41000	2011/2012	31000
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	prata	42000	2011/2012	31999
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	cinza	43922	2010/2011	32550
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	vermelho	44000	2010/2011	31000
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	preto	44082	2010/2011	29990
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	preto	44200	2010/2011	31000
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	vermelho	45000	2011/2012	33500
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	preto	45000	2011/2011	34900
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	preto	45000	2011/2011	29400
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	preto	45229	2011/2012	32990
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	vinho	45500	2010/2011	30800
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	preto	45530	2011/2012	31900
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	preto	45884	2012/2012	34900
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	preto	46000	2011/2011	30900
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	vermelho	46000	2010/2011	31900
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	preto	46100	2011/2012	33890
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	cinza	46575	2010/2011	29990
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	prata	47000	2010/2011	28990
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	vermelho	47000	2011/2011	29000
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	cinza	47500	2011/2012	30000
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	prata	48000	2010/2011	29990
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	cinza	48103	2011/2012	32990
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	cinza	48404	2010/2011	28000
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	azul	49000	2011/2011	29300
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	cinza	49000	2010/2011	29500
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	vermelho	49000	2011/2012	30900
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	preto	49000	2010/2011	27900
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	prata	49000	2011/2012	29500
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	prata	49079	2011/2011	29800
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	preto	50000	2010/2011	28900
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	preto	50000	2010/2011	28990
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	prata	50307	2010/2011	31900
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	prata	50900	2012/2012	33900
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	preto	51000	2010/2011	31900
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	branco	51000	2011/2012	31900
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	azul	51000	2010/2011	32500
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	preto	51600	2010/2011	27900
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	preto	52000	2010/2011	31500
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	preto	52000	2011/2012	33990
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	prata	52000	2011/2012	33000
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	preto	52000	2011/2012	33000
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	cinza	52904	2011/2012	33900
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	preto	53000	2011/2011	29500
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	preto	53000	2011/2011	29500
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	prata	53511	2011/2011	33990
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	cinza	53513	2011/2012	37069
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	preto	54235	2011/2012	31790
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	cinza	54600	2010/2011	29900
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	vermelho	55000	2011/2012	30500
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	vermelho	55000	2011/2011	33600
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	prata	55000	2010/2011	28900
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	prata	55000	2010/2011	29990
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	preto	55000	2010/2011	30900
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	vermelho	55080	2011/2012	32900
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	vermelho	56000	2010/2011	28990
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	cinza	56000	2011/2012	32800
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	preto	57000	2011/2011	29990
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	branco	57000	2011/2012	38900
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	preto	57490	2011/2011	32900
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	preto	58000	2011/2012	31490
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	prata	58000	2010/2011	32000
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	cinza	58200	2010/2011	30900
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	prata	59000	2010/2011	28700
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	cinza	59000	2012/2012	30990
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	prata	59227	2011/2012	33890
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	cinza	60000	2010/2011	27000
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	preto	60000	2010/2011	29900
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	preto	60013	2010/2011	28900
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	prata	61000	2011/2012	29900
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	bege	61000	2010/2011	30000
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	preto	61473	2011/2012	32990
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	cinza	61500	2010/2011	30490
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	cinza	61568	2011/2011	27990
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	preto	62000	2011/2012	31990
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	vermelho	64000	2010/2011	27490
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	preto	65000	2011/2012	30999
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	preto	65000	2010/2011	30300
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	vermelho	66332	2011/2011	29900
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	cinza	66500	2011/2011	32500
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	prata	70000	2011/2011	28000
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	preto	70000	2010/2011	29990
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	preto	71000	2011/2011	28900
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	prata	71000	2011/2011	31900
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	prata	73000	2011/2012	30900
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	cinza	74000	2010/2011	30900
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	cinza	74543	2011/2011	29380
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	cinza	74800	2010/2011	29990
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	cinza	77770	2010/2011	31900
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	preto	77775	2010/2011	29990
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	cinza	79060	2010/2011	26990
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	preto	80000	2010/2011	28900
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	prata	80741	2012/2012	31500
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	preto	81000	2010/2011	27900
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	preto	81615	2010/2011	33500
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	preto	90148	2011/2011	29900
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	preto	98000	2010/2011	27500
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	cinza	100000	2010/2011	27999
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	preto	102635	2010/2011	33500
punto	FIAT PUNTO 1.4 ATTRACTIVE 8V FLEX 4P MANUAL	vermelho	105000	2010/2011	27000
punto	FIAT PUNTO 1.4 ATTRACTIVE ITALIA 8V FLEX 4P MANUAL	prata	11200	2013/2013	36500
punto	FIAT PUNTO 1.4 ATTRACTIVE ITALIA 8V FLEX 4P MANUAL	branco	13800	2013/2013	38000
punto	FIAT PUNTO 1.4 ATTRACTIVE ITALIA 8V FLEX 4P MANUAL	vermelho	16000	2011/2012	32900
punto	FIAT PUNTO 1.4 ATTRACTIVE ITALIA 8V FLEX 4P MANUAL	preto	18000	2011/2012	33000
punto	FIAT PUNTO 1.4 ATTRACTIVE ITALIA 8V FLEX 4P MANUAL	branco	18776	2012/2013	38990
punto	FIAT PUNTO 1.4 ATTRACTIVE ITALIA 8V FLEX 4P MANUAL	preto	19000	2011/2012	33000
punto	FIAT PUNTO 1.4 ATTRACTIVE ITALIA 8V FLEX 4P MANUAL	branco	20000	2013/2013	37900
punto	FIAT PUNTO 1.4 ATTRACTIVE ITALIA 8V FLEX 4P MANUAL	branco	22000	2012/2013	37800
punto	FIAT PUNTO 1.4 ATTRACTIVE ITALIA 8V FLEX 4P MANUAL	vermelho	23000	2011/2012	33200
punto	FIAT PUNTO 1.4 ATTRACTIVE ITALIA 8V FLEX 4P MANUAL	preto	23000	2012/2012	34900
punto	FIAT PUNTO 1.4 ATTRACTIVE ITALIA 8V FLEX 4P MANUAL	cinza	26000	2011/2012	32000
punto	FIAT PUNTO 1.4 ATTRACTIVE ITALIA 8V FLEX 4P MANUAL	vermelho	26000	2011/2012	33800
punto	FIAT PUNTO 1.4 ATTRACTIVE ITALIA 8V FLEX 4P MANUAL	prata	26000	2011/2012	35900
punto	FIAT PUNTO 1.4 ATTRACTIVE ITALIA 8V FLEX 4P MANUAL	prata	27200	2011/2012	35990
punto	FIAT PUNTO 1.4 ATTRACTIVE ITALIA 8V FLEX 4P MANUAL	prata	28000	2011/2012	33900
punto	FIAT PUNTO 1.4 ATTRACTIVE ITALIA 8V FLEX 4P MANUAL	vermelho	28546	2011/2012	33499
punto	FIAT PUNTO 1.4 ATTRACTIVE ITALIA 8V FLEX 4P MANUAL	vermelho	30900	2012/2012	33700
punto	FIAT PUNTO 1.4 ATTRACTIVE ITALIA 8V FLEX 4P MANUAL	prata	31000	2012/2012	32800
punto	FIAT PUNTO 1.4 ATTRACTIVE ITALIA 8V FLEX 4P MANUAL	preto	31800	2012/2012	33500
punto	FIAT PUNTO 1.4 ATTRACTIVE ITALIA 8V FLEX 4P MANUAL	preto	32212	2012/2012	34500
punto	FIAT PUNTO 1.4 ATTRACTIVE ITALIA 8V FLEX 4P MANUAL	vermelho	33000	2012/2013	42000
punto	FIAT PUNTO 1.4 ATTRACTIVE ITALIA 8V FLEX 4P MANUAL	preto	34000	2012/2012	30700
punto	FIAT PUNTO 1.4 ATTRACTIVE ITALIA 8V FLEX 4P MANUAL	vermelho	34000	2012/2012	34990
punto	FIAT PUNTO 1.4 ATTRACTIVE ITALIA 8V FLEX 4P MANUAL	branco	34228	2011/2012	34990
punto	FIAT PUNTO 1.4 ATTRACTIVE ITALIA 8V FLEX 4P MANUAL	branco	35000	2011/2012	33500
punto	FIAT PUNTO 1.4 ATTRACTIVE ITALIA 8V FLEX 4P MANUAL	prata	35000	2011/2012	32800
punto	FIAT PUNTO 1.4 ATTRACTIVE ITALIA 8V FLEX 4P MANUAL	cinza	36900	2012/2012	34890
punto	FIAT PUNTO 1.4 ATTRACTIVE ITALIA 8V FLEX 4P MANUAL	branco	37000	2011/2012	35900
punto	FIAT PUNTO 1.4 ATTRACTIVE ITALIA 8V FLEX 4P MANUAL	preto	37300	2012/2012	32000
punto	FIAT PUNTO 1.4 ATTRACTIVE ITALIA 8V FLEX 4P MANUAL	branco	38000	2012/2012	34890
punto	FIAT PUNTO 1.4 ATTRACTIVE ITALIA 8V FLEX 4P MANUAL	preto	39000	2012/2012	33500
punto	FIAT PUNTO 1.4 ATTRACTIVE ITALIA 8V FLEX 4P MANUAL	branco	40000	2011/2012	33200
punto	FIAT PUNTO 1.4 ATTRACTIVE ITALIA 8V FLEX 4P MANUAL	preto	41000	2012/2012	33990
punto	FIAT PUNTO 1.4 ATTRACTIVE ITALIA 8V FLEX 4P MANUAL	preto	44000	2011/2012	33900
punto	FIAT PUNTO 1.4 ATTRACTIVE ITALIA 8V FLEX 4P MANUAL	branco	44300	2011/2012	33900
punto	FIAT PUNTO 1.4 ATTRACTIVE ITALIA 8V FLEX 4P MANUAL	prata	49000	2011/2012	31990
punto	FIAT PUNTO 1.4 ATTRACTIVE ITALIA 8V FLEX 4P MANUAL	cinza	51000	2011/2012	31500
punto	FIAT PUNTO 1.4 ATTRACTIVE ITALIA 8V FLEX 4P MANUAL	vermelho	56400	2012/2012	31500
punto	FIAT PUNTO 1.4 ATTRACTIVE ITALIA 8V FLEX 4P MANUAL	vermelho	56800	2011/2012	30000
punto	FIAT PUNTO 1.4 ATTRACTIVE ITALIA 8V FLEX 4P MANUAL	cinza	57000	2011/2012	31990
punto	FIAT PUNTO 1.4 ATTRACTIVE ITALIA 8V FLEX 4P MANUAL	vermelho	58000	2011/2012	37800
punto	FIAT PUNTO 1.4 ATTRACTIVE ITALIA 8V FLEX 4P MANUAL	cinza	59258	2011/2012	33500
punto	FIAT PUNTO 1.4 ELX 8V FLEX 4P MANUAL	cinza	100	2007/2008	25900
punto	FIAT PUNTO 1.4 ELX 8V FLEX 4P MANUAL	vermelho	100	2008/2008	26900
punto	FIAT PUNTO 1.4 ELX 8V FLEX 4P MANUAL	prata	18750	2009/2009	28800
punto	FIAT PUNTO 1.4 ELX 8V FLEX 4P MANUAL	azul	23000	2009/2009	25900
punto	FIAT PUNTO 1.4 ELX 8V FLEX 4P MANUAL	cinza	26680	2009/2010	32900
punto	FIAT PUNTO 1.4 ELX 8V FLEX 4P MANUAL	preto	28000	2009/2009	27890
punto	FIAT PUNTO 1.4 ELX 8V FLEX 4P MANUAL	prata	31700	2010/2010	28000
punto	FIAT PUNTO 1.4 ELX 8V FLEX 4P MANUAL	vermelho	32000	2008/2009	27500
punto	FIAT PUNTO 1.4 ELX 8V FLEX 4P MANUAL	vermelho	32000	2008/2009	27000
punto	FIAT PUNTO 1.4 ELX 8V FLEX 4P MANUAL	vermelho	32000	2008/2009	27000
punto	FIAT PUNTO 1.4 ELX 8V FLEX 4P MANUAL	vermelho	32000	2008/2009	27000
punto	FIAT PUNTO 1.4 ELX 8V FLEX 4P MANUAL	prata	32000	2010/2010	28900
punto	FIAT PUNTO 1.4 ELX 8V FLEX 4P MANUAL	cinza	32612	2008/2009	28900
punto	FIAT PUNTO 1.4 ELX 8V FLEX 4P MANUAL	vermelho	33000	2009/2010	28100
punto	FIAT PUNTO 1.4 ELX 8V FLEX 4P MANUAL	vermelho	33000	2010/2010	28990
punto	FIAT PUNTO 1.4 ELX 8V FLEX 4P MANUAL	preto	33000	2008/2008	28900
punto	FIAT PUNTO 1.4 ELX 8V FLEX 4P MANUAL	preto	33852	2010/2010	28900
punto	FIAT PUNTO 1.4 ELX 8V FLEX 4P MANUAL	cinza	34600	2009/2010	30990
punto	FIAT PUNTO 1.4 ELX 8V FLEX 4P MANUAL	preto	35000	2009/2010	27790
punto	FIAT PUNTO 1.4 ELX 8V FLEX 4P MANUAL	vermelho	36000	2008/2009	27000
punto	FIAT PUNTO 1.4 ELX 8V FLEX 4P MANUAL	vermelho	36000	2008/2009	28000
punto	FIAT PUNTO 1.4 ELX 8V FLEX 4P MANUAL	azul	37000	2008/2009	26900
punto	FIAT PUNTO 1.4 ELX 8V FLEX 4P MANUAL	preto	37300	2009/2010	28200
punto	FIAT PUNTO 1.4 ELX 8V FLEX 4P MANUAL	laranja	38520	2008/2009	26990
punto	FIAT PUNTO 1.4 ELX 8V FLEX 4P MANUAL	vermelho	39000	2009/2010	27990
punto	FIAT PUNTO 1.4 ELX 8V FLEX 4P MANUAL	preto	40000	2008/2009	28000
punto	FIAT PUNTO 1.4 ELX 8V FLEX 4P MANUAL	prata	40000	2008/2009	27800
punto	FIAT PUNTO 1.4 ELX 8V FLEX 4P MANUAL	cinza	40000	2009/2010	27900
punto	FIAT PUNTO 1.4 ELX 8V FLEX 4P MANUAL	preto	40000	2009/2010	28500
punto	FIAT PUNTO 1.4 ELX 8V FLEX 4P MANUAL	prata	40000	2009/2010	27900
punto	FIAT PUNTO 1.4 ELX 8V FLEX 4P MANUAL	prata	41000	2007/2008	24500
punto	FIAT PUNTO 1.4 ELX 8V FLEX 4P MANUAL	preto	41190	2009/2010	27990
punto	FIAT PUNTO 1.4 ELX 8V FLEX 4P MANUAL	preto	41500	2009/2009	25500
punto	FIAT PUNTO 1.4 ELX 8V FLEX 4P MANUAL	prata	42000	2008/2008	26000
punto	FIAT PUNTO 1.4 ELX 8V FLEX 4P MANUAL	prata	42000	2010/2010	31900
punto	FIAT PUNTO 1.4 ELX 8V FLEX 4P MANUAL	prata	42000	2009/2010	31900
punto	FIAT PUNTO 1.4 ELX 8V FLEX 4P MANUAL	preto	43000	2010/2010	27500
